ComputerName,Manufacturer,Model,Processor Type,System Type,Operating System,OS Version,OS Build Version,Serial Number,IP Address,MAC Address,Last User,User Last Login,Drive C:\ Capacity (GB),Drive C:\ Free Space (GB),Drive D:\ Capacity (GB),Drive D:\ Free Space (GB),Total Memory (GB),Last Boot
CUBIESII,System manufacturer,System Product Name,Intel(R) Core(TM) i5-6600 CPU @ 3.30GHz,x64-based PC,Microsoft Windows 10 Home Single Language,10.0.14393,14393,System Serial Number,192.168.56.1,0A:00:27:00:00:11,Ronald Ong Dee,8/9/2019 9:19,930.96,849.64,931.51,495.87,7.92,8/10/2019 10:20
CUBIESII,System manufacturer,System Product Name,Intel(R) Core(TM) i5-6600 CPU @ 3.30GHz,x64-based PC,Microsoft Windows 10 Home Single Language,10.0.14393,14393,System Serial Number,192.168.56.1,0A:00:27:00:00:11,Ronald Ong Dee,8/9/2019 9:19,930.96,849.64,931.51,495.87,7.92,8/10/2019 10:20
"CUBIESII","System manufacturer","System Product Name","Intel(R) Core(TM) i5-6600 CPU @ 3.30GHz","x64-based PC","Microsoft Windows 10 Home Single Language","10.0.14393","14393.0","System Serial Number","192.168.56.1","0A:00:27:00:00:11","Ronald Ong Dee","8/9/2019 9:19:36 AM","930.96","849.64","931.51","495.87","7.92","8/10/2019 10:20:30 AM"
"CUBIESII","System manufacturer","System Product Name","Intel(R) Core(TM) i5-6600 CPU @ 3.30GHz","x64-based PC","Microsoft Windows 10 Home Single Language","10.0.14393","14393.0","System Serial Number","192.168.56.1","0A:00:27:00:00:11","Ronald Ong Dee","8/9/2019 9:19:36 AM","930.96","849.64","931.51","495.87","7.92","8/10/2019 10:20:30 AM"
"CUBIESII","System manufacturer","System Product Name","Intel(R) Core(TM) i5-6600 CPU @ 3.30GHz","x64-based PC","Microsoft Windows 10 Home Single Language","10.0.14393","14393.0","System Serial Number","192.168.56.1","0A:00:27:00:00:11","Ronald Ong Dee","8/9/2019 9:19:36 AM","930.96","849.64","931.51","495.87","7.92","8/10/2019 10:20:30 AM"
"CUBIESII","System manufacturer","System Product Name","Intel(R) Core(TM) i5-6600 CPU @ 3.30GHz","x64-based PC","Microsoft Windows 10 Home Single Language","10.0.14393","14393.0","System Serial Number","192.168.56.1","0A:00:27:00:00:11","Ronald Ong Dee","8/18/2019 3:10:12 PM","930.96","847.57","931.51","495.68","7.92","8/19/2019 4:13:13 AM"
"CUBIESII","System manufacturer","System Product Name","Intel(R) Core(TM) i5-6600 CPU @ 3.30GHz","x64-based PC","Microsoft Windows 10 Home Single Language","10.0.14393","14393.0","System Serial Number","192.168.56.1","0A:00:27:00:00:11","Ronald Ong Dee","8/21/2019 1:41:35 PM","930.96","850.47","931.51","494.86","7.92","8/22/2019 8:28:12 AM"
